22	4	65
18	12	55
1	15	40
11	14	58
14	23	45
9	1	77
11	2	65
15	10	65
16	23	45
10	0	110
11	11	57
16	19	45
9	19	45
20	0	110
10	19	45
8	9	65
10	13	57
7	9	77
8	14	58
13	13	57
5	2	60
22	14	58
18	23	45
8	19	45
14	23	45
23	4	65
11	16	50
19	1	77
20	6	65
15	0	110
5	23	30
16	14	58
23	23	45
0	4	15
22	2	65
22	19	45
17	15	60
12	11	57
22	20	45
21	4	65
7	19	50
17	8	65
13	20	45
22	0	110
15	13	57
12	18	45
15	5	65
13	12	55
17	14	58
0	11	15
1	16	30
1	20	30
0	18	15
22	19	45
19	19	45
8	18	45
0	14	15
20	9	65
13	5	65
5	12	50
15	5	65
8	18	45
4	23	25
20	1	77
21	22	45
12	15	60
12	4	65
10	20	45
14	15	60
9	3	65
20	1	77
7	23	50
20	5	65
21	10	65
15	13	57
5	9	60
15	1	77
15	3	65
23	9	65
16	16	50
15	20	45
15	23	45
18	17	47
21	23	45
21	10	65
9	15	60
7	1	77
5	1	60
0	3	15
0	17	15
7	9	77
17	19	45
3	21	25
4	18	25
22	1	77
13	13	57
1	11	50
6	13	47
8	12	55
14	9	65
12	8	65
17	10	65
6	1	60
6	10	55
15	12	55
17	23	45
1	21	30
20	14	58
16	5	65
20	3	65
11	17	47
23	4	65
2	23	25
5	5	60
3	10	45
18	15	60
12	4	65
14	1	77
7	19	50
14	0	110
13	12	55
11	10	65
16	12	55
12	23	45
2	14	38
11	16	50
3	22	25
18	2	65
11	4	65
0	4	15
13	13	57
3	19	25
19	11	57
3	15	40
20	4	65
1	22	30
15	16	50
3	14	38
18	11	57
21	16	50
19	19	45
13	8	65
19	4	65
10	1	77
2	7	45
10	5	65
11	9	65
23	2	65
13	23	45
13	8	65
2	8	45
3	23	25
8	11	57
12	6	65
1	6	50
9	14	58
18	8	65
21	5	65
13	7	65
12	22	45
2	19	25
8	13	57
1	4	50
1	8	50
13	22	45
8	18	45
5	10	60
17	1	77
4	1	50
19	7	65
19	17	47
14	13	57
0	2	15
7	19	50
22	10	65
2	5	45
8	12	55
5	8	60
11	16	50
21	2	65
15	12	55
8	22	45
1	23	30
14	15	60
0	14	15
12	20	45
18	16	50
6	18	25
19	20	45
17	23	45
2	10	45
18	2	65
23	15	60
14	1	77
20	10	65
15	18	45
0	3	15
8	10	65
2	20	25
6	12	45
16	23	45
18	10	65
19	22	45
23	15	60
22	18	45
5	13	50
12	19	45
23	1	77
12	15	60
23	12	55
2	6	45
12	13	57
19	17	47
13	10	65
20	10	65
21	14	58
7	23	50
19	12	55
19	9	65
4	17	28
6	9	55
23	8	65
10	9	65
5	7	60
2	8	45
3	22	25
16	7	65
14	8	65
4	9	45
2	10	45
10	8	65
7	8	77
17	10	65
0	23	15
12	19	45
17	21	45
14	19	45
4	12	35
23	8	65
0	22	15
21	6	65
8	3	65
17	19	45
19	5	65
8	16	50
4	20	25
2	1	50
8	6	65
2	5	45
16	22	45
2	8	45
2	5	45
19	14	58
8	22	45
14	11	57
13	3	65
10	14	58
15	14	58
18	4	65
6	10	55
10	16	50
23	23	45
6	0	65
13	12	55
15	11	57
5	22	30
11	14	58
20	15	60
0	22	15
15	2	65
13	7	65
23	19	45
12	19	45
23	3	65
0	23	15
11	1	77
7	15	60
15	13	57
12	18	45
1	13	40
20	8	65
12	18	45
10	15	60
1	21	30
9	21	45
4	19	25
22	0	110
9	16	50
8	1	77
2	16	30
13	0	110
22	16	50
18	16	50
23	18	45
22	19	45
23	23	45
4	16	30
16	15	60
11	0	110
23	21	45
3	9	45
4	22	25
6	2	55
9	0	110
17	21	45
4	22	25
22	18	45
11	9	65
15	8	65
11	11	57
17	22	45
5	5	60
19	0	110
6	17	28
9	5	65
9	17	47
17	21	45
11	6	65
9	0	110
18	13	57
11	10	65
3	4	45
7	10	77
7	18	50
3	18	25
9	20	45
9	1	77
6	3	55
5	3	60
18	11	57
18	10	65
11	15	60
0	6	15
4	0	55
12	0	110
16	5	65
3	4	45
17	11	57
4	20	25
4	21	25
18	2	65
19	8	65
2	14	38
15	21	45
7	21	50
7	9	77
0	18	15
1	10	50
11	22	45
12	23	45
8	4	65
0	10	15
5	7	60
19	10	65
17	12	55
8	0	110
6	12	45
14	3	65
0	10	15
18	7	65
13	11	57
10	17	47
0	3	15
16	5	65
6	19	25
7	0	110
20	16	50
12	10	65
3	16	30
20	19	45
18	6	65
6	14	48
14	5	65
13	2	65
7	16	50
5	5	60
2	0	55
15	4	65
7	23	50
18	22	45
22	17	47
8	22	45
19	18	45
2	23	25
3	10	45
9	18	45
18	13	57
18	2	65
3	16	30
13	17	47
11	6	65
3	19	25
2	0	55
9	16	50
7	18	50
13	16	50
22	2	65
4	22	25
1	12	40
21	7	65
17	1	77
14	12	55
7	23	50
17	18	45
19	9	65
18	19	45
8	14	58
8	6	65
10	7	65
13	9	65
5	2	60
20	22	45
3	4	45
22	12	55
9	19	45
1	4	50
8	10	65
22	20	45
3	21	25
13	17	47
9	20	45
7	5	77
17	13	57
8	0	110
5	18	30
23	10	65
21	9	65
3	22	25
16	18	45
19	11	57
9	3	65
2	4	45
4	8	45
14	15	60
12	6	65
12	3	65
18	22	45
9	18	45
4	7	45
7	14	60
7	20	50
18	16	50
18	5	65
6	11	47
10	17	47
23	7	65
19	16	50
4	2	45
18	23	45
17	9	65
12	21	45
16	12	55
9	10	65
12	23	45
11	8	65
17	4	65
13	17	47
19	22	45
2	7	45
1	1	50
4	19	25
22	13	57
5	22	30
12	2	65
5	19	30
13	13	57
0	21	15
23	8	65
19	4	65
19	15	60
19	11	57
11	6	65
10	5	65
21	9	65
16	14	58
17	4	65
2	14	38
3	9	45
1	0	60
13	7	65
9	1	77
20	7	65
20	11	57
4	2	45
3	9	45
3	7	45
8	21	45
8	9	65
11	13	57
14	4	65
7	21	50
8	8	65
0	5	15
11	22	45
20	3	65
18	23	45
19	4	65
10	20	45
4	11	37
3	0	55
5	20	30
8	2	65
14	10	65
3	23	25
11	4	65
16	4	65
21	23	45
20	17	47
4	5	45
9	8	65
2	3	45
9	13	57
14	0	110
5	8	60
12	17	47
9	13	57
6	1	60
5	13	50
9	6	65
2	13	37
15	23	45
15	4	65
20	17	47
16	11	57
23	1	77
18	13	57
7	19	50
21	5	65
7	17	50
6	6	55
0	0	15
8	5	65
9	21	45
15	12	55
5	12	50
9	8	65
2	8	45
8	1	77
17	23	45
8	10	65
23	5	65
10	14	58
23	1	77
19	19	45
9	12	55
4	19	25
11	5	65
6	12	45
19	10	65
2	1	50
14	2	65
2	18	25
8	5	65
23	15	60
0	20	15
0	10	15
15	21	45
4	9	45
22	15	60
21	3	65
1	12	40
1	2	50
19	20	45
6	14	48
15	22	45
1	3	50
8	10	65
10	9	65
22	17	47
16	1	77
5	22	30
5	7	60
20	22	45
5	2	60
15	18	45
9	9	65
2	6	45
10	16	50
18	17	47
20	16	50
17	13	57
17	4	65
22	17	47
6	15	50
15	9	65
14	11	57
12	23	45
17	13	57
1	11	50
17	12	55
8	22	45
17	17	47
16	12	55
11	8	65
6	8	55
20	4	65
22	9	65
21	8	65
22	10	65
1	2	50
23	0	110
6	10	55
1	20	30
10	0	110
3	8	45
4	20	25
11	22	45
19	23	45
0	4	15
15	15	60
17	20	45
10	7	65
9	16	50
18	21	45
2	11	37
7	12	60
3	2	45
11	10	65
8	9	65
11	12	55
4	2	45
17	14	58
14	8	65
2	7	45
5	1	60
19	8	65
8	18	45
19	5	65
15	5	65
4	4	45
0	6	15
12	3	65
15	3	65
19	14	58
13	17	47
16	5	65
3	19	25
4	4	45
11	14	58
10	21	45
19	8	65
10	16	50
16	22	45
1	18	30
3	21	25
23	11	57
2	0	55
20	1	77
21	8	65
15	19	45
11	18	45
5	0	77
18	17	47
3	21	25
15	5	65
0	5	15
23	20	45
1	10	50
3	4	45
10	10	65
17	2	65
22	22	45
21	5	65
12	12	55
20	12	55
6	20	25
0	22	15
22	15	60
13	0	110
0	11	15
22	16	50
6	19	25
21	1	77
4	11	37
14	23	45
17	10	65
22	2	65
6	8	55
5	0	77
22	15	60
5	3	60
2	22	25
6	1	60
16	15	60
16	2	65
7	18	50
12	13	57
18	11	57
0	3	15
7	23	50
4	21	25
2	12	35
21	0	110
18	22	45
6	22	25
16	21	45
22	17	47
0	20	15
11	1	77
6	13	47
8	13	57
22	7	65
21	6	65
7	1	77
4	14	38
13	17	47
11	8	65
17	5	65
3	17	28
8	3	65
12	19	45
5	4	60
3	11	37
11	3	65
17	1	77
11	11	57
17	12	55
23	14	58
21	16	50
17	2	65
21	15	60
10	5	65
22	12	55
11	18	45
11	8	65
9	12	55
3	19	25
9	7	65
6	20	25
0	14	15
13	4	65
13	22	45
13	4	65
22	2	65
0	15	15
4	16	30
16	9	65
4	16	30
16	7	65
2	5	45
18	17	47
4	20	25
22	2	65
16	18	45
14	8	65
11	18	45
3	23	25
8	19	45
18	0	110
9	23	45
17	6	65
12	8	65
9	1	77
21	22	45
7	3	77
12	12	55
10	8	65
19	0	110
3	3	45
15	0	110
4	12	35
8	18	45
15	22	45
6	20	25
4	4	45
2	19	25
6	19	25
22	15	60
2	18	25
18	10	65
13	14	58
12	9	65
10	2	65
11	3	65
5	4	60
0	23	15
6	3	55
2	3	45
13	4	65
4	23	25
6	20	25
5	23	30
9	16	50
20	7	65
18	16	50
6	17	28
8	10	65
6	2	55
19	2	65
23	2	65
23	7	65
1	10	50
8	17	47
21	8	65
16	14	58
15	22	45
20	21	45
15	17	47
8	18	45
12	13	57
18	7	65
22	14	58
10	19	45
6	1	60
20	4	65
4	17	28
6	9	55
5	5	60
4	10	45
7	14	60
14	1	77
18	15	60
3	1	50
12	5	65
13	4	65
9	22	45
0	19	15
6	6	55
16	23	45
8	20	45
22	13	57
6	19	25
14	21	45
0	12	15
1	11	50
18	1	77
18	22	45
1	12	40
14	15	60
16	22	45
13	12	55
23	20	45
0	1	15
17	12	55
22	0	110
17	13	57
7	7	77
0	12	15
12	8	65
22	3	65
8	23	45
11	20	45
7	4	77
16	3	65
18	0	110
14	9	65
20	4	65
2	5	45
21	20	45
12	5	65
0	11	15
19	10	65
10	9	65
8	9	65
18	7	65
3	6	45
15	18	45
21	19	45
19	22	45
19	15	60
2	18	25
11	9	65
22	9	65
23	11	57
11	17	47
11	4	65
2	20	25
4	14	38
20	20	45
23	22	45
12	4	65
19	17	47
2	17	28
13	19	45
8	15	60
14	3	65
18	16	50
19	11	57
23	23	45
16	20	45
6	19	25
9	22	45
15	15	60
15	4	65
16	6	65
20	14	58
0	19	15
19	8	65
12	7	65
7	0	110
11	12	55
22	5	65
23	6	65
17	3	65
3	17	28
19	18	45
20	22	45
19	6	65
13	23	45
8	18	45
11	9	65
1	14	40
9	2	65
6	7	55
17	16	50
22	5	65
8	17	47
5	16	30
5	0	77
10	19	45
6	13	47
11	11	57
14	14	58
5	17	30
7	9	77
12	3	65
16	20	45
18	1	77
19	19	45
16	18	45
22	16	50
7	7	77
3	17	28
9	23	45
22	19	45
9	2	65
19	21	45
20	10	65
2	15	40
18	11	57
0	9	15
5	2	60
11	0	110
13	3	65
9	3	65
21	21	45
6	20	25
21	1	77
16	18	45
13	0	110
16	10	65
19	10	65
8	14	58
10	2	65
11	22	45
7	6	77
21	19	45
17	21	45
1	19	30
12	10	65
9	14	58
17	21	45
21	15	60
6	0	65
11	22	45
13	6	65
15	10	65
4	7	45
23	12	55
1	1	50
14	6	65
16	17	47
3	2	45
2	23	25
5	16	30
3	23	25
13	23	45
9	12	55
0	21	15
20	23	45
8	2	65
6	21	25
6	14	48
8	22	45
21	2	65
22	18	45
22	12	55
0	22	15
12	12	55
6	4	55
11	3	65
0	1	15
18	20	45
7	15	60
10	10	65
19	19	45
2	1	50
10	9	65
9	17	47
2	3	45
23	21	45
3	9	45
23	10	65
20	2	65
5	3	60
8	0	110
16	17	47
21	1	77
21	15	60
1	10	50
8	19	45
1	7	50
7	9	77
7	22	50
20	10	65
15	9	65
23	17	47
22	17	47
6	6	55
0	16	15
2	12	35
12	7	65
8	13	57
6	6	55
16	5	65
18	18	45
21	11	57
0	0	15
1	20	30
16	8	65
13	2	65
18	5	65
10	18	45
10	16	50
23	19	45
15	20	45
15	2	65
15	13	57
6	19	25
1	2	50
8	10	65
22	9	65
22	23	45
20	1	77
13	23	45
17	19	45
13	15	60
0	18	15
20	12	55
3	1	50
4	6	45
22	11	57
8	11	57
11	14	58
6	23	25
16	17	47
8	17	47
17	12	55
13	17	47
18	15	60
0	14	15
22	11	57
2	12	35
13	20	45
17	10	65
21	16	50
11	2	65
8	9	65
16	9	65
22	14	58
20	6	65
15	16	50
22	23	45
15	16	50
9	7	65
22	6	65
20	13	57
11	12	55
7	6	77
12	17	47
20	17	47
21	17	47
16	19	45
19	17	47
13	17	47
19	9	65
21	3	65
19	2	65
13	9	65
5	15	50
4	4	45
12	1	77
6	23	25
4	10	45
17	23	45
2	18	25
3	21	25
5	16	30
6	13	47
0	8	15
9	23	45
6	11	47
5	2	60
8	12	55
1	16	30
5	23	30
18	13	57
7	20	50
18	9	65
6	1	60
3	5	45
3	6	45
1	10	50
19	1	77
9	13	57
14	17	47
2	14	38
11	16	50
7	8	77
2	18	25
5	11	60
21	2	65
23	13	57
4	20	25
20	7	65
20	21	45
10	11	57
19	22	45
1	20	30
10	0	110
14	6	65
15	17	47
18	20	45
14	4	65
7	16	50
20	15	60
23	20	45
16	6	65
0	8	15
14	13	57
0	5	15
1	10	50
16	14	58
13	17	47
8	14	58
14	9	65
0	20	15
0	19	15
14	3	65
12	3	65
1	6	50
11	16	50
1	9	50
10	5	65
8	2	65
18	18	45
17	14	58
11	20	45
4	1	50
5	1	60
11	13	57
3	0	55
20	3	65
20	12	55
11	0	110
15	18	45
10	14	58
18	8	65
0	20	15
7	21	50
20	16	50
20	23	45
5	16	30
22	16	50
0	16	15
17	2	65
12	13	57
6	1	60
5	0	77
9	0	110
11	6	65
13	19	45
22	21	45
23	11	57
0	17	15
12	17	47
23	5	65
0	2	15
22	13	57
20	16	50
8	23	45
19	1	77
16	10	65
17	8	65
7	14	60
8	2	65
11	3	65
17	19	45
0	6	15
12	7	65
13	14	58
11	4	65
14	13	57
1	12	40
2	18	25
2	9	45
16	3	65
23	17	47
3	15	40
18	9	65
23	1	77
16	6	65
6	9	55
7	14	60
20	21	45
5	13	50
3	13	37
10	4	65
20	20	45
20	20	45
19	10	65
13	16	50
5	22	30
11	23	45
9	1	77
4	9	45
16	6	65
19	1	77
18	5	65
3	17	28
7	15	60
15	12	55
14	3	65
20	20	45
5	23	30
12	11	57
6	11	47
16	23	45
11	23	45
1	23	30
22	20	45
3	18	25
7	8	77
14	7	65
2	11	37
18	14	58
12	15	60
22	13	57
18	12	55
5	7	60
6	17	28
6	16	30
23	23	45
7	19	50
12	23	45
21	12	55
13	20	45
11	9	65
7	11	77
20	3	65
9	23	45
6	3	55
7	9	77
5	23	30
11	12	55
9	19	45
2	6	45
22	4	65
18	3	65
6	9	55
22	4	65
21	18	45
4	13	37
0	18	15
12	3	65
10	17	47
21	12	55
5	10	60
21	9	65
10	20	45
20	14	58
5	11	60
14	19	45
15	6	65
3	11	37
17	3	65
21	1	77
11	15	60
6	10	55
14	10	65
19	13	57
12	14	58
8	23	45
2	8	45
9	20	45
22	8	65
3	0	55
19	19	45
5	3	60
23	16	50
22	2	65
5	7	60
20	2	65
11	12	55
14	8	65
10	11	57
23	20	45
13	14	58
16	12	55
1	18	30
8	21	45
0	16	15
10	4	65
9	15	60
19	2	65
7	14	60
15	14	58
20	23	45
23	20	45
3	23	25
9	3	65
15	3	65
13	20	45
2	20	25
15	7	65
22	3	65
5	16	30
2	7	45
6	14	48
2	19	25
5	4	60
6	5	55
18	17	47
4	17	28
19	18	45
12	4	65
12	15	60
17	12	55
0	18	15
7	13	60
18	3	65
5	6	60
13	1	77
9	18	45
12	4	65
2	11	37
6	14	48
6	1	60
2	16	30
0	15	15
3	8	45
21	22	45
1	15	40
12	3	65
4	9	45
0	4	15
13	22	45
11	9	65
2	21	25
8	21	45
6	16	30
5	19	30
11	19	45
11	21	45
13	22	45
12	7	65
12	10	65
16	18	45
13	16	50
20	21	45
22	5	65
16	6	65
12	18	45
10	14	58
3	23	25
4	3	45
17	7	65
23	15	60
23	7	65
11	5	65
13	9	65
20	3	65
17	13	57
18	11	57
12	22	45
5	20	30
17	10	65
3	22	25
3	4	45
0	19	15
17	20	45
17	8	65
9	5	65
21	3	65
23	15	60
8	22	45
23	11	57
13	9	65
7	4	77
7	22	50
10	13	57
4	6	45
18	21	45
15	1	77
13	23	45
16	19	45
19	14	58
18	1	77
17	22	45
17	11	57
21	14	58
6	20	25
15	1	77
17	4	65
0	3	15
2	15	40
10	1	77
4	6	45
12	9	65
14	3	65
0	9	15
6	9	55
10	11	57
20	2	65
23	14	58
1	19	30
8	16	50
11	10	65
2	15	40
14	8	65
19	23	45
8	0	110
10	5	65
8	23	45
19	2	65
12	22	45
7	12	60
7	11	77
4	6	45
19	6	65
14	8	65
16	23	45
17	9	65
1	21	30
18	16	50
7	8	77
1	3	50
12	8	65
21	14	58
14	23	45
20	5	65
15	17	47
21	13	57
5	20	30
12	4	65
10	18	45
9	9	65
18	11	57
